cand_id,development,event_type,source_type,title,publisher,published_date,source_url,file_kind,event_date_초안,date_precision,mode,scope,promise_verb_원문표기,page_or_section,exact_excerpt,confidence,notes,url_clean,domain_check,http_status,file_kind_actual,kind_mismatch,sha256_raw,bytes,local_path,sha256_text,dup_of,excerpt_found,excerpt_sim,retrieved_at,review_status,reject_reason
F011,남양주 왕숙,basic_service,official_press_release,"진접선 개통, 남양주의 새로운 길이 열립니다",국토교통부,2022-03-18,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95086587&lcmspage=60,html,2022-03-19,day,rail,adjacent_corridor,개통,제목 및 본문,진접선 3월 19일 개통,high,왕숙 인접 기존 철도 기준선이며 왕숙 교통약속 이행 아님,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95086587&lcmspage=60,ALLOW,200,html,,ad7806c3360f86c8f5018922d0dd6b57fff128514c7e81757630cbccc5cc5e8e,61591,evidence\documents\남양주 왕숙\2022-03-18_진접선_개통__남양주의_새로운_길이_열립니다.html,88ad22d084619569c83fc7f2e0e6092c694e87aba41df54f7036d8b6f791f589,,TOO_SHORT,,2026-08-26T20:18:39+09:00,needs_human,인용문:TOO_SHORT
F012,남양주 왕숙,basic_service,official_press_release,"별내선 개통, 첫 열차 운행",경기도,2024-08-10,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=s017&number=62697&subject_Code=BO01,html,2024-08-10,day,rail,adjacent_corridor,첫 열차,본문,오전 5시 32분 별내선 첫 열차 출발,high,왕숙 광역교통대책의 별내선 연장 약속과 구분되는 기존 본선 기준선,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=s017&number=62697&subject_Code=BO01,ALLOW,200,html,,7426809fef38ea73371315bb6b00306b5876f9570b98d55705d620541531d6a2,60091,evidence\documents\남양주 왕숙\2024-08-10_별내선_개통__첫_열차_운행.html,2cf88097bdc4a4e347d5e7cfa9201de304793be4ee7c6ca4bfee8d8e8acbe9dd,H023,TOO_SHORT,,2026-08-26T20:18:43+09:00,needs_human,인용문:TOO_SHORT
F013,하남 교산,occupancy_start,official_housing_notice,교산 푸르지오 더 퍼스트 입주자모집공고,한국토지주택공사,2025-03-31,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060838&uppAisTpCd=05,html,2029-06,month,occupancy,block,입주예정일,공급정보 A2,입주예정일 2029년 06월,high,원공고의 미래 예정일,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060838&uppAisTpCd=05,ALLOW,200,html,,6148722fa9e6fb4ef4ecf538e89bd1564b5e371ee3578caa4e6d9048936852be,190728,evidence\documents\하남 교산\2025-03-31_교산_푸르지오_더_퍼스트_입주자모집공고.html,d5ebd4daf6831a708e8ce4ac0e12988a476d588d84ce4b7179c625dc705633e7,,TOO_SHORT,,2026-08-26T20:18:46+09:00,needs_human,인용문:TOO_SHORT
F014,하남 교산,occupancy_start,official_housing_notice,교산 푸르지오 더 퍼스트 정정공고,한국토지주택공사,2025-03-31,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060855&uppAisTpCd=05,html,2029-06,month,occupancy,block,입주예정일,공급정보 A2,입주예정일 2029년 06월,high,정정공고에서도 예정월이 유지됨을 확인,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060855&uppAisTpCd=05,ALLOW,200,html,,d32f5a13e0313fd406b65a4345ecd2b2ed97a521b75c7b75333a26ae6128c997,192529,evidence\documents\하남 교산\2025-03-31_교산_푸르지오_더_퍼스트_정정공고.html,7e3c928b0b6bbdf8cbb55b07062c22cf404a83bbf933c158f9ff7760e9771a3f,,TOO_SHORT,,2026-08-26T20:18:49+09:00,needs_human,인용문:TOO_SHORT
F015,하남 교산,promise_date,official_press_release,하남교산·과천 광역교통개선대책 확정,국토교통부 대도시권광역교통위원회,2020-05-21,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95083918&lcmspage=88,html,2028,year,rail_bus,district,준공을 목표로 추진,하남교산 대책,도시철도 2028년 준공 목표,high,최초 확정 목표이며 현재 송파하남선 일정과 변경 여부를 추적해야 함,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95083918&lcmspage=88,ALLOW,200,html,,4817a8af4673acbc0d43eece66ca74d2e9537fb6dec0abc36be2a178e75230b6,30735,evidence\documents\하남 교산\2020-05-21_하남교산_과천_광역교통개선대책_확정.html,8cd72209e407fa931394a60e33ef3efeebeea8c3162e860b8505d136d2e66be9,,TOO_SHORT,,2026-08-26T20:18:52+09:00,needs_human,인용문:TOO_SHORT
F016,하남 교산,promise_date,official_plan,2024년 교통 분야 민생토론회,국토교통부,2024-01-25,https://www.molit.go.kr/2024plan_traffic/main.jsp,html,미정,unknown,rail_road,district,집중 투자·단축,동부권 광역교통 투자,하남 교산 동남로 연결도로 약 2년 단축,high,사업기간 단축 약속이며 실제 완공일 제시는 아님,https://www.molit.go.kr/2024plan_traffic/main.jsp,ALLOW,200,html,,cf44511a66ef2ff733c9e6ee1c60fcd1eae70390a999d827e1b10f15519321d9,43606,evidence\documents\하남 교산\2024-01-25_2024년_교통_분야_민생토론회.html,ba30b85d1053327bc979cdb8f2fd015b9b51c5843bb834d29e2ac02ba0adbb87,,TOO_SHORT,,2026-08-26T20:18:56+09:00,needs_human,인용문:TOO_SHORT
F017,하남 교산,basic_service,official_press_release,하남선 1단계 개통,하남시,2020-08-07,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=210883&pageIndex=426&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,html,2020-08-08,day,rail,adjacent_corridor,운행 시작,본문,미사역~하남풍산역 1단계 운행 시작,high,"교산 입주 전 기존 하남선 기준선, 송파하남선 약속 이행 아님",https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=210883&pageIndex=426&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,ALLOW,200,html,,268065f4354f3297624b33b5c737b4af1b40ad90f5bff6b53ce3936878e72500,39840,evidence\documents\하남 교산\2020-08-07_하남선_1단계_개통.html,1685dfe9af2f0ecb4c3f9226d3ed292d78614234dd767d0d0407837dbe173a81,H029,TOO_SHORT,,2026-08-26T20:19:00+09:00,needs_human,인용문:TOO_SHORT
F018,하남 교산,basic_service,official_press_release,지하철 5호선 하남선 전 구간 개통,하남시,2021-03-26,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=321801&pageIndex=258&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,html,2021-03-27,day,rail,adjacent_corridor,첫 열차 출발,본문,27일 오전 5시 30분 첫 열차 출발,high,하남 기존 철도망 기준선으로만 사용,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=321801&pageIndex=258&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,ALLOW,200,html,,8075b0e7df9f7dbaf71bc879d8388fe5e3e8db8f74e6e4b74926612667684f1a,97832,evidence\documents\하남 교산\2021-03-26_지하철_5호선_하남선_전_구간_개통.html,5802d81522b2e2de0e0eef32dcd0183b524686965884f0724e95ce5f69ec9e8a,H030,TOO_SHORT,,2026-08-26T20:19:04+09:00,needs_human,인용문:TOO_SHORT
F019,고양 창릉,occupancy_start,official_housing_notice,고양창릉 A-4블록 신혼희망타운 입주자모집공고,한국토지주택공사,2025-01-31,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=39&ccrCnntSysDsCd=02&mi=1027&panId=0000060802&uppAisTpCd=39,html,2028-01,month,occupancy,block,입주예정월,공급정보 A-04,입주예정월 2028년 01월,high,미래 예정월,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=39&ccrCnntSysDsCd=02&mi=1027&panId=0000060802&uppAisTpCd=39,ALLOW,200,html,,e4a387df85f8daae54bf9abeeb928f870bf686f83a27d2b04baa393e1403fadd,192823,evidence\documents\고양 창릉\2025-01-31_고양창릉_A-4블록_신혼희망타운_입주자모집공고.html,5b470c1c094df0c4d1f11741bbb5c49c63647538e4685cec02aa300f184243f7,,TOO_SHORT,,2026-08-26T20:19:07+09:00,needs_human,인용문:TOO_SHORT
F020,고양 창릉,occupancy_start,official_housing_notice,고양창릉 S-5블록 공공분양주택 입주자모집공고,한국토지주택공사,2025-01-31,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060807&uppAisTpCd=05,html,2028-01,month,occupancy,block,입주예정일,공급정보 S-05,입주예정일 2028년 01월,high,독립 블록 공고로 예정월 교차확인,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060807&uppAisTpCd=05,ALLOW,200,html,,19b4c82a88778520cbffc6fc57418825966d34b995b62ff6965cd59d3083eb81,199405,evidence\documents\고양 창릉\2025-01-31_고양창릉_S-5블록_공공분양주택_입주자모집공고.html,40d754d691b13e2abfebccb93029737f29b8cc3040436c6abac58e7aae03c644,,TOO_SHORT,,2026-08-26T20:19:10+09:00,needs_human,인용문:TOO_SHORT
F021,고양 창릉,promise_date,official_press_release,남양주왕숙·고양창릉 신도시 교통대책 확정,국토교통부 대도시권광역교통위원회,2020-12-29,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95084988&lcmspage=1,html,미정,unknown,rail,district,신설을 추진,고양창릉 대책,고양~은평 도시철도와 GTX-A 창릉역 신설 추진,high,"확정 원문, 사업별 개통 목표는 후속 계획으로 추적",https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95084988&lcmspage=1,ALLOW,200,html,,8ee7a86658599816f214698b17e6e112177ba0732f00d6aeccf725dfc5e59a66,35788,evidence\documents\고양 창릉\2020-12-29_남양주왕숙_고양창릉_신도시_교통대책_확정.html,e5a27534eec0ebbf4a4b33ddaa19eea778a9d77682b63f67b1071b8954401313,,TOO_SHORT,,2026-08-26T20:19:15+09:00,needs_human,인용문:TOO_SHORT
F022,고양 창릉,promise_date,official_plan_pdf,신도시 광역교통 개선 투자계획,국토교통부,2024-01-25,https://www.molit.go.kr/2024plan_traffic/news/bodo_2.pdf,pdf,미정,unknown,rail_transfer,district,집중 투자,11쪽 북부권,고양은평선·화전역 환승시설,high,2024년 집중투자 대상 재확인,https://www.molit.go.kr/2024plan_traffic/news/bodo_2.pdf,ALLOW,200,pdf,,90f107e315964eadde4d306bc9bd50f6b4883562335c9cbb3a6a6c4b486b8c77,2962879,evidence\documents\고양 창릉\2024-01-25_신도시_광역교통_개선_투자계획.pdf,b31ca990371ee68f84d01653d6172d459d3dac1cf832703ec687d14fd0ffdcfc,F010,TOO_SHORT,,2026-08-26T20:19:21+09:00,needs_human,인용문:TOO_SHORT
F023,고양 창릉,basic_service,official_press_release,GTX-A 운정중앙~서울역 구간 12월 28일 개통,국토교통부,2024-12-11,https://www.molit.go.kr/USR/NEWS/dtl.jsp?id=95090469&lcmspage=47,html,2024-12-28,day,rail,adjacent_corridor,개통,제목,운정중앙~서울역 12월 28일 개통,high,"창릉역은 아직 미정차, GTX-A 기존 구간 기준선일 뿐 약속 이행 아님",https://www.molit.go.kr/USR/NEWS/dtl.jsp?id=95090469&lcmspage=47,ALLOW,200,html,,7a6ec410b2924164a236a0822a7dc0c53f48a479da8f2a672f6dae714cf189e1,61285,evidence\documents\고양 창릉\2024-12-11_GTX-A_운정중앙_서울역_구간_12월_28일_개통.html,a5d547b7f6849f22833bbe2c1b4cbe0b3191c5cdb9c4f64ec0df8bdbf9735741,,TOO_SHORT,,2026-08-26T20:19:25+09:00,needs_human,인용문:TOO_SHORT
F024,고양 창릉,basic_service,official_press_release,대곡~소사 복선전철 7월 1일 개통,국토교통부,2023-06-30,https://www.molit.go.kr/USR/NEWS/m_72/dtl.jsp?id=95088517&lcmspage=5,html,2023-07-01,day,rail,adjacent_corridor,개통,제목,대곡~소사 복선전철 7월 1일 개통,high,"고양 서남부 기존 철도 기준선, 고양은평선과 별개",https://www.molit.go.kr/USR/NEWS/m_72/dtl.jsp?id=95088517&lcmspage=5,ALLOW,200,html,,805805051e9bff565c9ea87ca545c58172d6fb52684c432d4476e5a0522eaf17,58513,evidence\documents\고양 창릉\2023-06-30_대곡_소사_복선전철_7월_1일_개통.html,78a968d0b4c1ac94e1a2d1442dc44d041bf8fee5e3cabe110c4a2d7c78f5237c,,TOO_SHORT,,2026-08-26T20:19:29+09:00,needs_human,인용문:TOO_SHORT
F025,부천 대장,occupancy_start,official_housing_notice,부천대장 A5·A6블록 행복주택 입주자 최초모집,한국토지주택공사,2026-07-23,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=42&ccrCnntSysDsCd=03&panId=2015122300020448&uppAisTpCd=39,html,2027-11,month,occupancy,block,입주예정월,공급정보 A5·A6,입주예정월 2027.11,high,현재 확인된 가장 이른 블록 예정월 후보,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=42&ccrCnntSysDsCd=03&panId=2015122300020448&uppAisTpCd=39,ALLOW,200,html,,a2c5229416956e228a75c90d8b04952434069c504ad625280c6dea584731fd86,245515,evidence\documents\부천 대장\2026-07-23_부천대장_A5_A6블록_행복주택_입주자_최초모집.html,fb641d9b75d56b2b134b9766b9b7ad145481739753195bccaf6550146ba96a4b,,TOO_SHORT,,2026-08-26T20:19:32+09:00,needs_human,인용문:TOO_SHORT
F026,부천 대장,occupancy_start,official_housing_notice,부천대장 A8블록 공공분양주택 입주자모집공고,한국토지주택공사,2025-04-30,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060865&uppAisTpCd=05,html,2028-01,month,occupancy,block,입주예정일,공급정보 A8,입주예정일 2028년 01월,high,"후속 블록 예정일, F025보다 늦음",https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060865&uppAisTpCd=05,ALLOW,200,html,,a3f97246c7b08c98b53bbd90c7304fa0c90093ff5dce1ea14ba53279df9073d0,195279,evidence\documents\부천 대장\2025-04-30_부천대장_A8블록_공공분양주택_입주자모집공고.html,c59ae083909c4590850d31bfd44a5ecb160ec68e3f66cc796b03243805fa0b6a,,TOO_SHORT,,2026-08-26T20:19:35+09:00,needs_human,인용문:TOO_SHORT
F027,부천 대장,promise_date,official_press_release,인천계양·부천대장 광역교통개선대책 확정,국토교통부 대도시권광역교통위원회,2021-01-24,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95085094&lcmspage=2,html,미정,unknown,S-BRT_road,district,설치·구축한다,인천계양·부천대장 대중교통 대책,대장지구~부천종합운동장 S-BRT 설치,high,확정 원문이나 개통일은 명시하지 않음,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95085094&lcmspage=2,ALLOW,200,html,,154c414897c7d63020ea7b9608ecd089af1a1ed7f4185e759a77ac2f09fef7b1,27350,evidence\documents\부천 대장\2021-01-24_인천계양_부천대장_광역교통개선대책_확정.html,181a661e6ebedc3f6854a3592d324ec43568be645197b0dcd8922c0feaa92c36,,TOO_SHORT,,2026-08-26T20:19:39+09:00,needs_human,인용문:TOO_SHORT
F028,부천 대장,promise_date,official_service_page,BRT 고급화(S-BRT) 추진,국토교통부 대도시권광역교통위원회,확인불가,https://www.molit.go.kr/mta/USR/WPGE0201/m_36794/DTL.jsp,html,2026,year,S-BRT,district,차질 없이 추진,S-BRT 시범사업 목록,계양-대장 S-BRT 사업기간 ’19~’26,high,"갱신형 페이지, 사업기간 종료와 영업개시는 동일하지 않음",https://www.molit.go.kr/mta/USR/WPGE0201/m_36794/DTL.jsp,ALLOW,200,html,,ea7e2a95951f422d9bc6adee96f50dae36ad3fbc19b3e1d59600f6fbb5e48c15,53484,evidence\documents\부천 대장\확인불가_BRT_고급화_S-BRT__추진.html,e92fc0fdcff4ed44bc731905b37d17f272789c5d725af243a4a5c8d68ffff3cf,F004,TOO_SHORT,,2026-08-26T20:19:43+09:00,needs_human,인용문:TOO_SHORT
F029,부천 대장,basic_service,official_press_release,대곡~소사 복선전철 7월 1일 개통,국토교통부,2023-06-30,https://www.molit.go.kr/USR/NEWS/m_72/dtl.jsp?id=95088517&lcmspage=5,html,2023-07-01,day,rail,adjacent_corridor,개통,제목,대곡~소사 복선전철 7월 1일 개통,high,"원종·부천종합운동장 기존 철도 기준선, 대장 S-BRT 이행 아님",https://www.molit.go.kr/USR/NEWS/m_72/dtl.jsp?id=95088517&lcmspage=5,ALLOW,200,html,,3a440438e7ec34858de3d17f59dba5933f55f9ce9ba439a881006c9271a68f11,58513,evidence\documents\부천 대장\2023-06-30_대곡_소사_복선전철_7월_1일_개통.html,77848d25ecc5ff8527de1552d80b9e409b18883edf1ef34039726c49098b5795,,TOO_SHORT,,2026-08-26T20:19:47+09:00,needs_human,인용문:TOO_SHORT
