review_priority,source_id,development,event_type,,title,source_url,local_path,,attachment_local_path,page_or_section,exact_excerpt,review_status,review_issue,qa_issues,required_action,reject_reason,notes
1,SRC-F007,남양주 왕숙,occupancy_planned_block," 블록별 입주예정일, 입주자모집공고, 정정 시 버전 관리",남양주왕숙 A-1블록 공공분양주택 입주자모집공고,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060926&uppAisTpCd=05,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 왕숙\2025_남양주왕숙_A-1블록_공공분양주택_입주자모집공고.html,,,공급정보 A-01; 저장 원문 문맥,* 전용면적(㎡) : 59.89 ~ 59.92 * 총 세대수 : 629 * 난방방식 : 지역난방 * 입주예정일 : 2028년 08월 #### 단지 관련 이미지 정보 다운로드 버튼을 클릭하여 이미지 파일 다운로드가 가능합니다. 다운로드 __,needs_human,MANUAL_CONFIRM,version_not_assigned,원문 페이지와 인용을 사람이 확인 후 human_verified/rejected 확정,인용문:TOO_SHORT,"미래 예정일, 실제 입주 공지로 전환 필요"
1,SRC-F008,남양주 왕숙,occupancy_planned_block," 블록별 입주예정일, 입주자모집공고, 정정 시 버전 관리",남양주왕숙 A-2블록 신혼희망타운 입주자모집공고,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=39&ccrCnntSysDsCd=02&mi=1027&panId=0000060921&uppAisTpCd=39,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 왕숙\2025-07-24_남양주왕숙_A-2블록_신혼희망타운_입주자모집공고.html,,,공급정보 A-02; 저장 원문 문맥,* 전용면적(㎡) : 46.68 ~ 55.86 * 총 세대수 : 608 * 난방방식 : 지역난방 * 입주예정월 : 2028년 08월 #### 단지 관련 이미지 정보 다운로드 버튼을 클릭하여 이미지 파일 다운로드가 가능합니다. 다운로드 __,needs_human,MANUAL_CONFIRM,version_not_assigned,원문 페이지와 인용을 사람이 확인 후 human_verified/rejected 확정,인용문:TOO_SHORT,독립 블록 공고로 같은 예정월을 교차확인
1,SRC-F010,남양주 왕숙,promise_date," 교통시설 완공 목표시점, 광역교통개선대책 원문, 서술어(예정/목표/추진) 원문 보존 + mode·line_name·scope 필수",신도시 광역교통 개선 투자계획,https://www.molit.go.kr/2024plan_traffic/news/bodo_2.pdf,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 왕숙\2024-01-25_신도시_광역교통_개선_투자계획.pdf,,,11쪽 동부권; 저장 원문 문맥,"<남양주 왕숙‧양정역세권> ➊송파하남선 ➋동남로 연결도로 신설 ➌동남로 확장·개선 ➊강동하남남양주선 ➋경의중앙선 역사 신설 ➌국도 6호선 확장 ❹시도13호선 확장 ㅇ (북부권) 고양창릉, 양주신도시등에약1.8조원(11개사업) 투자 ⇨사업별6개월~3년단축 * 2기 신도시 대비 2～8년(평균 4.8년) 단축",needs_human,PARAPHRASE,promise_target_date_missing,원문 페이지와 인용을 사람이 확인 후 human_verified/rejected 확정,인용문:TOO_SHORT,"2024년 투자 우선순위 재확인, 개통일 약속은 F009 사용"
1,SRC-E2-A10,부천 대장,occupancy_planned_block," 블록별 입주예정일, 입주자모집공고, 정정 시 버전 관리",부천대장 A7블록 공공분양주택 입주자모집공고,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000060863&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05&mi=1027,C:\Users\parkd\Documents\Codex\2026-08-20\files-mentioned-by-the-user-30-2\evidence\refetched\E2-A10.html,,,공고문 본문; 저장 원문 문맥,"고객님의 안전한 개인정보를 위해 자동로그아웃을 합니다. 로그인 시간을 연장하시겠습니까? 연장하기 로그아웃 당첨자조회 예비자조회 공고이력조회 정정공고 바로가기 취소공고 바로가기 목록 부천대장 A7블록 공공분양주택 입주자모집공고 유의사항본 공고문에 대한 정정 공고문이 있습니다. 정정공고바로가기 버튼을 눌러 확인하여 주시기 바랍니다. 공고상태접수마감 공고일2025.04.30 마감일2025.05.23 유형분양주택 담당부서인천지역본부 문의처1600-1004 공고문 부천대장A7블록공공분양주택입주자모집공고문_최종.hwp바로보기 부천대장A7블록공공분양주택입주자모집공고문_최종.pdf바로보기 다운로드 부천대장A7블록공공분양주택분양팸플릿(업로드용).pdf바로보기 1.위임장.hwp바로보기 2-1.개인정보수집이용및제3자제공동의서(사전청약당첨자용).hwp바로보기 2-2.개인정보수집이용및제3자제공동의서(본청약자용).hwp바로보기 문서뷰어다운로드 한컴오피스 뷰어 Acrobat Reader DWG 뷰어 공고내용 ■ 공급위치 : 경기도 부천시 오정구 대장동, 오정동, 원종동, 삼정동, 인천광역시 계양구 동양동, 박촌동, 병방동 일원 부천대장 공공주택지구 내 A7블록 ■ 공급대상 : 공공분양주택 473세대 (전용 59㎡ 473세대) ■ 이 주택의 입주자모집공고일은 2025.04.30.(수)이며, 이는 청약자격(청약신청, 자격조건의 기간, 나이, 세대구성원, 지역우선,",needs_human,PARAPHRASE,version_not_assigned,원문 페이지와 인용을 사람이 확인 후 human_verified/rejected 확정,인용문:N,원문 직접 확인
1,SRC-F025,부천 대장,occupancy_planned_block," 블록별 입주예정일, 입주자모집공고, 정정 시 버전 관리",부천대장 A5·A6블록 행복주택 입주자 최초모집,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=42&ccrCnntSysDsCd=03&panId=2015122300020448&uppAisTpCd=39,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\부천 대장\2026-07-23_부천대장_A5_A6블록_행복주택_입주자_최초모집.html,,,공급정보 A5·A6; 저장 원문 문맥,* 전용면적(㎡) : 46.89~55.93 * 총 세대수 : 314 * 난방방식 : 지역난방 * 입주예정월 : 2027.11 #### 단지 관련 이미지 정보 다운로드 버튼을 클릭하여 이미지 파일 다운로드가 가능합니다. 다운로드 __,needs_human,MANUAL_CONFIRM,version_not_assigned,원문 페이지와 인용을 사람이 확인 후 human_verified/rejected 확정,인용문:TOO_SHORT,현재 확인된 가장 이른 블록 예정월 후보
1,SRC-F026,부천 대장,occupancy_planned_block," 블록별 입주예정일, 입주자모집공고, 정정 시 버전 관리",부천대장 A8블록 공공분양주택 입주자모집공고,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060865&uppAisTpCd=05,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\부천 대장\2025-04-30_부천대장_A8블록_공공분양주택_입주자모집공고.html,,,공급정보 A8; 저장 원문 문맥,* 전용면적(㎡) : 59.42 ~ 59.69 * 총 세대수 : 392 * 난방방식 : * 입주예정일 : 2028년 01월 #### 단지 관련 이미지 정보 다운로드 버튼을 클릭하여 이미지 파일 다운로드가 가능합니다. 다운로드 __,needs_human,MANUAL_CONFIRM,version_not_assigned,원문 페이지와 인용을 사람이 확인 후 human_verified/rejected 확정,인용문:TOO_SHORT,"후속 블록 예정일, F025보다 늦음"
1,SRC-F027,부천 대장,promise_date," 교통시설 완공 목표시점, 광역교통개선대책 원문, 서술어(예정/목표/추진) 원문 보존 + mode·line_name·scope 필수",인천계양·부천대장 광역교통개선대책 확정,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95085094&lcmspage=2,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\부천 대장\2021-01-24_인천계양_부천대장_광역교통개선대책_확정.html,,,인천계양·부천대장 대중교통 대책; 저장 원문 문맥,"추진할 계획이다. 금번 교통대책이 확정된 인천계양, 부천대장은 서로 인접한 지구임을 감안하여 신도시 간 연계성을 강화하기 위해 두 지구를 통합하여 광역교통개선대책을 수립하였다. 대중교통 부분은 김포공항역~계양지구~대장지구~부천종합운동장을 잇는 S-BRT* 등 신교통수단을 설치하여 주변 철도노선(5*7*9호선, 공항철도, GTX-B 등)으로의 원활한 연계가 가능한 교통망을 구축한다. * Super BRT : BRT(간선급행버스체계) 일종으로 지하철 수준의 속도ㆍ정시성을 갖춘 최고급형 BRT 도로교통 부분은 국도39호선(벌말로) 확장, 경명대로 신설, 오정로 확장 등을 통해 도로용량을 확보하고 도로 간 연계성을 개선하여 광역교통",needs_human,PARAPHRASE,promise_target_date_missing,원문 페이지와 인용을 사람이 확인 후 human_verified/rejected 확정,인용문:TOO_SHORT,확정 원문이나 개통일은 명시하지 않음
1,SRC-F028,부천 대장,promise_date," 교통시설 완공 목표시점, 광역교통개선대책 원문, 서술어(예정/목표/추진) 원문 보존 + mode·line_name·scope 필수",BRT 고급화(S-BRT) 추진,https://www.molit.go.kr/mta/USR/WPGE0201/m_36794/DTL.jsp,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\부천 대장\확인불가_BRT_고급화_S-BRT__추진.html,,,S-BRT 시범사업 목록; 저장 원문 문맥,"(모란사거리-단대 오거리-남한산성) | L=9.3km (도계광장-가음정사거리) | L=22.9km (세종BRT 고급화) 사업기간 | ’19～’26 | ’21～’26 | ’21～’24 | ’19～’24 | ’17～’22 시행주체 | LH | 인천광역시 | 성남시 | 창원시 | LH ##### 기존 BRT와 S-BRT 사진대지 기존 BRT와 S-BRT의 사진대지 목록으로 구분, 기존 BRT(교차로처리, 정류장, 차량, 수평승하차), S-BRT(교차로처리, 정류장, 차량, 수평승하차)정보가 확인됩니다. 구분 | 기존 BRT | S-BRT",needs_human,PARAPHRASE,promise_target_date_missing,원문 페이지와 인용을 사람이 확인 후 human_verified/rejected 확정,인용문:TOO_SHORT,"갱신형 페이지, 사업기간 종료와 영업개시는 동일하지 않음 | 사업기간 ’19~’26은 개통일이 아니므로 date_precision=unknown"
1,SRC-E1-A05,위례,occupancy_first_planned," 지구 최초 입주 ""예정"" 연도, 지구계획·사업계획 문서, 지연 측정용 기준선",위례신도시 보금자리 2949가구 내달 5일부터 본청약,https://www.korea.kr/news/policyNewsView.do?newsId=148723111,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\위례\2011-11-29_위례신도시_보금자리_2949가구_내달_5일부터_본청약.html,,,보도자료 본문; 저장 원문 문맥,__공유 닫기 * __ 공감수 * 댓글수(클릭시 댓글로 이동) # 위례신도시 보금자리 2949가구 내달 5일부터 본청약 ## 분양가 3.3㎡당 1083만원~1280만원…사전예약 추정분양가 수준 유지 2011.11.29 국토해양부 _부처별 뉴스 이동_ _본문듣기_ 시작,needs_human,PARAPHRASE,occupancy_date_missing,원문 페이지와 인용을 사람이 확인 후 human_verified/rejected 확정,인용문:N,원문 직접 확인; 장래 시점 서술이므로 occupancy_first_actual에서 재분류
1,SRC-E1-A06,위례,occupancy_planned_block," 블록별 입주예정일, 입주자모집공고, 정정 시 버전 관리","위례지구 A1-5BL, A1-12BL 분양주택 입주자 모집",https://mediahub.seoul.go.kr/archives/1302679,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\위례\2020-11-19_위례지구_A1-5BL__A1-12BL_분양주택_입주자_모집.html,,,공고문 본문; 저장 원문 문맥,"* 글자 크기 크게 변경하기 * 글자 크기 작게 변경하기 위례지구 A1-5BL(1,282세대) 조감도 이르면 내년 8월 입주할 수 있는 위례신도시 공공분양 2개 블록의 입주자 모집공고가 나왔습니다. 이번 공급물량은 가격 경쟁력, 풍부한 녹지 공간, 편리한 주거 인프라를 모두 갖춘 단지로 전용면적 60㎡~85㎡ 1,676세대가 대상입니다. 특별분양은 11월 30일~12월 1일, 일반분양은 12월 10일~11일 청약을 접수하며, 코로나19 확산 방지를 위해 인터넷으로만 진행됩니다. ---",needs_human,PARAPHRASE,version_not_assigned,원문 페이지와 인용을 사람이 확인 후 human_verified/rejected 확정,인용문:N,원문 직접 확인
1,SRC-H014,위례,occupancy_planned_block," 블록별 입주예정일, 입주자모집공고, 정정 시 버전 관리",위례신도시 하남권역 입주대비 교통대책,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=153910&pageIndex=901&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\위례\2015-07-27_위례신도시_하남권역_입주대비_교통대책.html,,,본문; 저장 원문 문맥,"“KD운송그룹이 대중교통 개선에 적극적으로 협조해 달라”고 당부했다. 이에 KD운송그룹 허상준 사장은 “하남시가 요청한 잠실행 9302번 노선 증차(6대→10대)를 즉시 시행하고 하반기 미사강변도시 광역노선(강변역 등)의 추가 신설을 추진하겠다”며 “경기순환버스(수원~의정부)의 황산사거리 정류장 경유도 전향적으로 검토하겠다”고 밝혔다. 또, “하남시가 요청한 오는 11월 위례신도시 첫 입주(A3-7BL)를 대비한 시내버스 노선을 개설해 신도시 개발에 따른 민원을 해소 하겠다”며 “휴가시즌을 고려 이달 중순부터 동해, 삼척행 시외버스 노선을 일일 5회 운행함은 물론 이달 말부터는 인천공항버스를 미사강변도시 경유 운행(일9회)해 하남시민들의 편리한 광역 대중교통 이용할 수 있도록 일조하겠다”고 밝혔다. * 개인정보처리방침",needs_human,MANUAL_CONFIRM,block_or_planned_date_missing;version_not_assigned,원문 페이지와 인용을 사람이 확인 후 human_verified/rejected 확정,인용문:TOO_SHORT,위례 전체 최초가 아니라 하남권역 최초입주 후보
